Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
RTX,,,,,178090000000.0,39.09,133.3,-0.0056999999999999,2004160.0,19.88,4.18,2.18,2.89,34.5,32.64,0.0414,0.1224,-0.1113,0.0935,0.125,0.0197,0.0283,0.0754,0.0454,1.01,0.75,0.65,0.7,0.1953,0.0881,0.0562999999999999,,0.61,3.05,0.0185,0.0288,0.0769,-0.0406,0.3444,55.85,0.0102,-0.0166,0,0
RVTY,,,,,10500000000.0,35.21,89.05,-0.0158,357477.0,16.26,4.58,3.79,1.39,9.22,20.12,0.0044,0.1131,0.0337,0.0769,0.0042,0.003,0.023,0.0382,0.0282,3.58,2.99,0.44,0.44,0.5261,0.1532,0.1118,,0.98,3.49,-0.0397,-0.0883,-0.2121,-0.3117,0.0068,41.1,0.0054,-0.0202,0,0
RY,,,,,181430000000.0,14.43,128.45,0.0152,383190.0,12.62,3.53,1.85,2.14,,,0.1067999999999999,0.071,0.0462,0.0409,0.1678,0.0336,0.0086,0.1439,0.094,0.62,,0.46,2.43,,0.1528,0.1281,,0.89,1.81,0.0495,0.0946,0.0735,0.0046,0.2557999999999999,75.51,0.0200999999999999,-0.0033,0,0
RYAAY,,,,,29590000000.0,17.74,55.69,0.0091,842161.0,11.62,0.96,1.97,3.9,6.87,14.83,0.3002,0.1267,0.1941,0.1858,0.493,0.0175,0.0947,0.2241,0.1858,0.74,0.74,0.26,0.38,0.1775,0.1147,0.1178999999999999,,1.38,1.27,0.0971,0.1838,0.2319999999999999,0.0017,0.5079,78.96,0.0135,-0.0038,0,0
RYAN,,,,,18090000000.0,9315.24,68.93,0.0031,184115.0,26.89,467.71,6.76,16.01,88.84,41.88,0.1687,0.225,0.0346,0.1991,0.2738,0.0058,0.006,0.0923,0.0116,,,7.02,7.13,,0.2205,0.0189,,0.68,1.95,0.0069999999999999,-0.0184,0.0105,-0.1073,0.3161,48.58,0.0019,0.0004,0,0
SAN,,,,,119510000000.0,9.08,7.89,-0.0056999999999999,2031229.0,7.67,0.69,0.84,1.09,,,0.1994999999999999,0.0712,0.1651999999999999,0.1321,0.1208,0.0355,0.0072,0.1325,0.0243999999999999,2.04,,4.27,4.27,,0.1458,0.0984,,1.01,0.16,0.0545,0.1247,0.4232,-0.0158,0.8509,71.3,0.0133,-0.0176,0,0
SAP,,,,,344700000000.0,56.72,295.48,-0.0144999999999999,895410.0,36.06,2.06,9.14,6.98,24.59,61.01,0.4744,0.1776,-0.0141999999999999,0.2759,0.0385,0.0091,0.0766,0.1281,0.1085,1.17,1.17,0.15,0.22,0.736,0.261,0.1629,,1.33,6.05,0.0023,0.0695,0.1725,-0.0252,0.6481999999999999,58.48,0.0087,-0.0220999999999999,0,0
SBAC,,,,,24640000000.0,30.35,229.27,0.0044,141388.0,24.88,2.72,9.18,,33.99,31.55,0.1984,0.1089,0.4017,0.1116,0.0602,0.0192999999999999,0.0798,,0.122,,,,,0.675,0.5796,0.3037,,0.78,5.84,-0.0214,0.015,0.0333,-0.0919,0.2372,48.93,-0.0003,0.0053,0,0
SBS,,,,,14050000000.0,7.66,20.55,0.0021,605064.0,11.55,0.43,2.07,2.1,9.84,11.03,-0.0424,0.4069,0.1578999999999999,0.1793,0.0989,0.025,0.1285,0.2857,0.1662,1.09,1.08,0.65,0.72,0.5351,0.4472,0.2703,,0.72,0.48,0.0096,0.0797,0.213,-0.026,0.5687,60.52,0.0286,-0.0258,0,0
SBUX,,,,,96320000000.0,30.81,84.76,0.0093999999999999,2840376.0,28.23,11.71,2.65,,31.97,34.82,-0.2595,0.2243,0.0253,0.0263,0.0706,0.0289,0.1026,,0.2134,0.64,0.45,,,0.188,0.1186999999999999,0.0862,,0.99,2.82,0.0097,-0.0335,-0.1143,-0.2784,0.1846,48.76,0.0264,-0.0166,0,0
SCCO,,,,,74240000000.0,20.62,92.32,0.0210999999999999,489387.0,20.78,5.73,6.2,7.75,17.1,22.11,0.0567999999999999,-0.0206,0.1814,0.0359,0.1049,0.0336,0.1961,0.4193,0.2116,3.71,3.22,0.77,0.83,0.5045000000000001,0.4935,0.3,,1.01,2.77,0.0154,0.0178,-0.0498,-0.2317,0.2438,54.39,0.032,-0.0123,0,0
SCHW,,,,,158970000000.0,26.6,87.49,0.0021,1911417.0,17.17,1.18,6.07,3.94,2.62,7.48,0.3215,0.1864,0.0226,0.2248,0.1867,0.0124,0.0139,0.1412,0.0864,,,0.41,0.81,0.7757,0.4089,0.2299,,0.93,1.79,0.0277,0.0915,0.1673,-0.0260999999999999,0.4342,66.77,0.0151,-0.0127,0,0
SCI,,,,,10910000000.0,21.11,76.64,0.0006,421738.0,18.35,1.98,2.59,6.65,46.35,17.05,0.0722,0.1028999999999999,0.1214,0.1065,0.0555,0.0318,0.0312,0.3271,0.083,0.51,0.46,2.87,2.92,0.2628,0.2289999999999999,0.1258,,0.94,1.69,-0.0058,-0.0162,-0.033,-0.1423,0.1138,47.07,0.0062,-0.0054,0,0
SE,,,,,90440000000.0,116.39,165.5,0.0299,2287317.0,32.09,2.36,5.04,10.92,8.83,,0.8269,0.4661,,0.4932,0.5740999999999999,,0.0405,0.1113,0.0754,1.51,1.49,0.29,0.46,0.44,0.0487999999999999,0.0486,,1.65,5.66,0.1048,0.2355,0.4772999999999999,-0.0009,2.0029,71.68,0.0368,-0.0087,0,0
SFM,,,,,16129999999.999998,37.1,164.81,0.0187999999999999,372216.0,28.8,1.9,2.0,12.55,56.0,33.16,0.3517,0.1278,0.2460999999999999,0.1946999999999999,0.0675,,0.1239,0.3574,0.1566,0.95,0.51,1.21,1.33,0.3679,0.0737,0.0553,,0.8,5.62,-0.008,0.0446,0.1994,-0.0799,1.2212,52.37,0.0200999999999999,-0.002,0,0
SGI,,,,,13370000000.0,41.12,64.07,-0.0016,805413.0,21.07,3.32,2.5,4.87,120.2,24.15,-0.0302999999999999,0.2289,0.0559,0.1236999999999999,0.0875,0.0093999999999999,0.0345,0.1792,0.0299,0.84,0.44,2.35,2.53,0.4427,0.1322,0.0513999999999999,,1.29,1.96,0.0155,0.0629,0.1307,-0.0832,0.4221999999999999,55.61,0.0144999999999999,-0.0162,0,0
SHEL,,,,,196720000000.0,15.26,65.98,0.0004,1564354.0,9.44,5.04,0.7,1.11,5.53,6.76,-0.1454,0.0875,0.0538,0.0302999999999999,0.0352,0.0428,0.0342,0.074,0.0554,1.32,1.08,0.36,0.43,0.1696,0.1222,0.0479,,0.37,1.15,-0.0003,-0.0139999999999999,-0.0129,-0.1134,0.1276,49.19,0.0070999999999999,-0.0060999999999999,0,0
SHOP,,,,,133440000000.0,82.94,102.85,-0.0043,2975366.0,57.3,3.35,14.22,12.06,24.18,78.64,0.1096,0.283,,0.2473,0.4327,0.0081,0.1314,0.1614999999999999,0.1431,3.71,3.71,0.02,0.1,0.4987,0.1553,0.1717,,2.64,5.08,0.0131,0.0712,0.0738,-0.2054,1.1171,53.48,0.0210999999999999,-0.0253,0,0
SHW,,,,,88420000000.0,33.39,352.83,-0.0003,386734.0,26.55,3.4,3.84,21.4,442.4,40.63,0.0511,0.1156,0.1393,0.0982,0.0530999999999999,0.0088,0.1115,0.7021999999999999,0.1981,0.77,0.45,2.28,3.1,0.4871999999999999,0.1664999999999999,0.1163,,1.21,7.38,-0.0042,0.0266,-0.0187,-0.1189,0.2507,51.75,0.0058,-0.0060999999999999,0,0
SJM,,,,,11940000000.0,,112.23,0.0021,282512.0,10.88,,1.36,1.73,252.86,14.64,0.0113,0.0258,0.0953999999999999,0.036,0.0126,0.0383,-0.0133,-0.0355,-0.0192,0.6,0.27,0.94,1.16,0.3618,0.1837,-0.0292,,0.33,2.31,-0.0087,-0.0165,-0.0129,-0.1057,0.1356,45.99,0.0011,0.0004,0,0
SLB,,,,,45640000000.0,11.38,33.56,-0.0058,5417518.0,9.89,3.06,1.27,2.34,11.72,9.12,-0.0776,0.0796,,0.0372,0.0378,0.0339,0.0865,0.2082,0.1394999999999999,1.24,0.93,0.54,0.72,0.2026,0.1721,0.1161,,1.04,1.1,-0.0262,-0.0794,-0.1699,-0.3404999999999999,0.0799,39.82,0.0144,-0.0187,0,0
SMCI,,,,,23800000000.0,22.01,39.88,-0.0348,25689076.0,13.72,0.98,1.1,3.72,9.36,667.74,-0.0479,0.3796,0.6898000000000001,0.2231,0.391,,0.1231,0.2103,0.1348,6.66,3.95,0.4,0.42,0.1153,0.0636,0.0561,,1.4,3.0,0.0594,0.0973,0.0182,-0.6077,1.3063999999999998,53.78,0.0016,-0.0387,0,0
SMFG,,,,,97330000000.0,12.71,15.07,0.009,939456.0,11.77,1.01,1.56,0.99,,,0.1425,0.0852,0.0474,0.1256,0.0988,0.0308999999999999,0.0039,0.0791999999999999,0.0286,2.24,,1.75,4.18,,0.1716,0.1235999999999999,,0.42,0.32,0.0493,0.0447,0.0733,-0.0989,0.4046,63.19,0.0165,-0.0067,0,0
SMMT,,,,,19140000000.0,,25.94,0.0068,925795.0,,,,55.93,52.98,,-0.3093,-0.3747999999999999,-0.1052,-0.2552,-0.0894,,-0.8589,-1.2393,-0.6933,10.63,10.63,0.01,0.02,,,,,-0.95,2.19,0.0496,0.1275,0.2956,-0.2967,11.3619,54.92,0.0187999999999999,-0.0113,0,0
SN,,,,,13330000000.0,30.07,94.96,-0.0043,647524.0,16.58,2.09,2.35,6.58,59.36,66.6,0.1451,0.1451,0.072,0.1441,0.1987999999999999,,0.1177999999999999,0.2475,0.1537,1.97,1.17,0.43,0.46,0.4772999999999999,0.1156,0.0786,,1.78,4.13,0.0394,0.1205,-0.024,-0.2275,0.5705,57.0,0.0225,-0.0256999999999999,0,0
SNAP,,,,,13860000000.0,,8.29,-0.0165,9243071.0,,,2.51,6.05,4.32,46.97,0.0409999999999999,0.2286,0.1096,0.3319,0.2773,,-0.0722,-0.2397,-0.0824,4.3,4.3,1.8,1.82,0.514,-0.1172,-0.0963,,0.6,0.43,-0.0266999999999999,-0.0236,-0.1787,-0.5211,0.1723,46.83,0.0073,-0.0225,0,0
SNOW,,,,,67129999999.99999,,201.2,-0.0098,9333405.0,129.76,,17.46,22.37,17.15,88.48,0.3232,0.4103,-0.2512999999999999,0.3864,0.7281,,-0.181,-0.4015999999999999,-0.2764999999999999,1.54,1.75,1.1,1.12,0.6516,-0.377,-0.3643,,1.19,6.97,0.141,0.256,0.3513,-0.0144999999999999,0.8765999999999999,76.87,0.0104,-0.0207,0,0
SNPS,,,,,77440000000.0,37.03,500.85,-0.0052,240902.0,29.48,2.55,12.75,8.31,20.29,59.33,0.1283,0.1394999999999999,0.3329,0.1452999999999999,0.1288,,0.1101999999999999,0.1626999999999999,0.2138,2.68,2.51,0.06,0.07,0.7670999999999999,0.2192,0.3478,,1.15,13.29,0.0220999999999999,0.1043,0.0083,-0.1985,0.3693,61.28,0.011,-0.0162,0,0
SNY,,,,,127370000000.0,21.83,52.28,-0.0045,785801.0,10.39,1.65,2.86,1.63,16.26,16.0,0.2312999999999999,0.0993,0.1305,0.1321,0.0213,0.0448,0.0429,0.0733999999999999,0.0639,1.08,0.73,0.17,0.23,0.6349,0.2314,0.1354,,0.52,1.16,-0.0033,-0.0187999999999999,-0.0155,-0.1307,0.141,49.51,0.0077,-0.0124,0,0
SO,,,,,98190000000.0,21.42,89.34,0.0056,1391906.0,19.56,3.29,3.53,2.9,42.11,,0.0561,0.0683,-0.0233999999999999,0.0652,0.0567999999999999,0.0331,0.032,0.1401,0.047,0.86,0.64,1.9,2.07,0.316,0.259,0.1654,,0.36,1.78,-0.0038,-0.0065,0.0169,-0.0538,0.166,49.41,-0.002,0.0079,0,0
SOFI,,,,,14520000000.0,31.23,13.14,-0.0038,29227974.0,24.53,1.21,3.72,2.17,5.33,9.92,-0.2971999999999999,0.9506,,0.2572,0.4111999999999999,,0.0139999999999999,0.0751,0.0481,,,0.47,0.47,0.5760000000000001,0.0944999999999999,0.1213,,1.84,0.67,-0.0098,0.0683,0.0751999999999999,-0.2872,1.1847,51.9,0.0258,-0.0296,0,0
SOLV,,,,,12250000000.0,32.63,70.81,-0.0255,619987.0,11.92,,1.47,3.74,22.87,31.24,-0.1707,0.0659,,-0.0033,0.0034,,0.0259,0.1063,0.0341,1.19,0.85,2.4,2.53,0.5545,0.1067,0.0455,,0.65,2.43,0.01,0.0065,0.0087,-0.1775,0.4985,50.09,-0.0174,-0.0102,0,0
SONY,,,,,153790000000.0,20.65,25.52,0.0077,2623064.0,18.71,7.43,1.81,2.81,6.7,9.41,-0.0097,0.0683,0.0737,0.0278,0.0266999999999999,0.0063,0.0325,0.1432,0.1094999999999999,0.7,0.57,0.25,0.51,0.3485,0.1088,0.0883,,0.96,0.6,0.0163,0.0407,0.1986,-0.0207,0.6301,57.25,0.0070999999999999,0.0012,0,0
SPG,,,,,59320000000.0,23.5,157.28,-0.0042,360868.0,22.96,,9.9,20.02,42.98,17.16,-0.1054,0.0545,0.0213,-0.0138,0.0165,0.054,0.0632,0.7322,0.0883999999999999,,,8.65,9.7,0.6092,0.5146999999999999,0.3706,,1.5,4.31,-0.0243,-0.0089,-0.0713,-0.1726,0.1538,45.42,0.0068,-0.0108,0,0
SPGI,,,,,156880000000.0,40.16,511.51,0.0004,511190.0,26.99,3.86,10.82,4.81,106.75,28.25,0.0789,0.1185,0.0751,0.1039,0.1656,0.0075,0.0657,0.1168,0.0873,0.9,0.9,0.36,0.36,0.6135,0.4103,0.2727,,1.2,10.0,0.0063,0.0388,0.0131,-0.0613999999999999,0.2202,55.69,0.0093999999999999,-0.0081999999999999,0,0
SPOT,,,,,131800000000.00002,108.2,656.41,0.0308999999999999,1083635.0,47.26,2.61,7.56,19.91,15.39,47.32,0.5425,0.4482,,0.4136999999999999,0.1766,,0.1066,0.2428,0.1732,1.48,1.48,0.07,0.34,0.3092,0.1051,0.0719,,1.68,26.66,0.0323,0.0988,0.3535999999999999,-0.0206,1.2746,58.44,0.0333,-0.0040999999999999,0,0
SRE,,,,,50470000000.0,17.03,77.39,0.0083,922752.0,15.5,3.42,3.83,1.64,28.73,,-0.0281,0.1067,0.0392,0.0499,0.0455,0.0332,0.0315,0.0975999999999999,0.045,0.57,0.51,1.05,1.19,0.2773,0.2238,0.2214,,0.64,1.69,0.0204999999999999,0.0706,-0.0395999999999999,-0.1898999999999999,0.2532999999999999,61.92,0.0103,0.0005,0,0
SSNC,,,,,19630000000.0,24.77,79.57,0.0084,364823.0,12.33,2.93,3.29,2.89,4.34,13.89,0.0817,0.1023,0.1253999999999999,0.0843999999999999,0.0492,0.0123,0.0432,0.1234,0.0591,1.11,1.11,1.03,1.04,0.4871,0.2362999999999999,0.1369,,1.24,1.97,0.0196,0.0124,0.0277,-0.1133,0.3259,54.48,0.0098,-0.0014,0,0
STLA,,,,,28580000000.0,5.11,9.98,-0.0362,10374165.0,3.8,0.71,0.17,0.34,0.74,,-0.2608,0.3627,-0.0034,0.0723,0.3364,0.0579,0.027,0.0677,0.0535,1.09,0.81,0.31,0.46,0.1307,0.0346,0.0349,,1.48,0.35,-0.0089,-0.0382,-0.23,-0.5587,0.1885,45.98,0.0045,-0.0406,0,0
STLD,,,,,19140000000.0,17.04,128.92,-0.0075,878380.0,10.44,1.2,1.11,2.18,15.83,,0.0040999999999999,0.2471,0.2648999999999999,0.1412,0.1643,0.0155,0.0756,0.1308,0.0929,2.74,1.38,0.43,0.48,0.1311999999999999,0.0852,0.068,,1.43,3.71,-0.0266999999999999,0.0212,0.0149,-0.1729,0.2471,47.49,0.0076,-0.0169,0,0
STM,,,,,21720000000.0,20.89,24.52,-0.0262,4014879.0,15.87,2.12,1.76,1.24,3.64,452.27,-0.5847,1.2404000000000002,0.0751,0.0984,0.0843,0.0137,0.0441,0.0633,0.0561,3.05,2.24,0.11,0.16,0.3747999999999999,0.0783,0.0894,,1.57,0.77,0.0069,0.0701,-0.0491,-0.4600999999999999,0.4206,53.6,0.0014,-0.0282,0,0
STT,,,,,27450000000.0,10.81,96.26,-0.001,446337.0,9.26,1.04,1.29,1.2,,11.82,0.0847,0.1009,0.0885,0.1036999999999999,0.1241,0.0325,0.0081,0.1121,0.0516999999999999,3.8,,0.93,1.51,,0.1701,0.1249,,1.47,2.28,0.0259,0.0847,0.0496999999999999,-0.0655999999999999,0.371,63.06,0.0144,-0.0154,0,0
STX,,,,,23720000000.0,16.15,111.76,0.0266999999999999,3055586.0,11.55,0.16,2.77,,29.0,30.61,5.1484000000000005,0.2173,-0.2587,1.0348,-0.072,0.0254,0.2037999999999999,,0.3461,1.36,0.75,,,0.3379,0.1926,0.1748999999999999,,1.38,3.84,0.1259,0.2734,0.1557,-0.0327,0.7653,74.33,0.0241,0.0006,0,0
STZ,,,,,32909999999.999996,,184.9,0.0007,578114.0,13.33,,3.22,4.79,483.34,16.98,-0.0733999999999999,0.0864,-0.4841,,0.052,0.0225,-0.0034,-0.0098,-0.0049,0.92,0.56,1.43,1.76,0.5096,0.3552,-0.008,,0.72,4.16,-0.0177,0.0015,-0.1305,-0.3038,0.1528,45.67,0.0053,-0.0040999999999999,0,0
SU,,,,,44120000000.0,10.27,35.66,0.0083,1822092.0,11.88,2.59,1.21,1.41,22.95,6.92,-0.2243,0.027,0.1972,0.0397,0.1197,0.0462,0.0684,0.1374,0.1089,1.39,0.84,0.29,0.33,0.3895,0.1787,0.1205,,0.82,0.93,0.0095,0.0,-0.0537,-0.147,0.1621,52.71,0.0226,-0.0107,0,0
SUZ,,,,,11580000000.0,,9.35,-0.0059,654932.0,6.33,,1.31,1.73,4.04,9.3,2.7352999999999996,-0.124,-0.144,,0.0762999999999999,0.035,-0.0076,-0.0272,-0.0092,2.61,1.95,2.44,2.53,0.3946,0.3167,-0.0241,,0.98,0.19,0.02,0.0192999999999999,-0.0388,-0.1397,0.1109,55.13,-0.0008,-0.0053,0,0
SW,,,,,22850000000.0,35.94,43.91,-0.0128,817339.0,11.82,0.49,0.88,1.28,28.64,,2.5706,0.2671,-0.1833,0.7353000000000001,0.1919,0.0382,0.0175,0.0425,0.0166,1.43,0.93,0.72,0.8,0.1959,0.064,0.0197999999999999,,1.03,1.46,0.0121,0.0161,-0.0883,-0.2296,0.1862,50.43,0.0048,-0.0178,0,0
SWK,,,,,10150000000.0,27.87,65.61,-0.011,1023770.0,11.64,1.75,0.67,1.15,29.18,13.3,-0.0209,0.3235,-0.209,0.1595,0.0391,0.0476999999999999,0.0154,0.0403,0.0263,1.1,0.36,0.54,0.76,0.3006,0.0864,0.0233999999999999,,1.18,2.92,0.0083,-0.0239,-0.2357,-0.4064,0.2208999999999999,48.45,0.0243999999999999,-0.0315,0,0
SWKS,,,,,10520000000.0,27.36,70.05,-0.0044,1629808.0,16.49,,2.66,1.81,6.97,7.78,-0.1886,-0.1659,-0.0548,-0.0602,0.0670999999999999,0.0404,0.0509,0.067,0.0578,4.95,3.84,0.2,0.2,0.4115999999999999,0.1578,0.1043,,1.17,2.46,0.0181,0.0847,-0.161,-0.4208,0.4606,57.2,0.0314,-0.0354,0,0
SYF,,,,,21600000000.0,7.79,56.73,-0.0126,1098344.0,6.53,0.49,1.1,1.41,1.0,2.21,0.1689999999999999,0.1311,0.0899,0.1597,0.0768,0.02,0.0243999999999999,0.186,0.0875,,,0.99,1.03,0.7927,0.2373,0.147,,1.43,1.91,0.0046999999999999,0.0726,-0.0076,-0.1989999999999999,0.4013,53.35,0.0206,-0.0312,0,0
SYK,,,,,144760000000.0,51.12,378.78,0.0013,747566.0,25.52,4.71,6.23,6.91,60.08,40.46,0.0951999999999999,0.1115,0.072,0.1085,0.0896,0.0085,0.0669,0.1426,0.08,1.64,1.0,0.71,0.83,0.6173,0.2219,0.1231,,0.93,8.34,-0.0088,0.0247,0.0235,-0.0679,0.2022,50.62,0.0081,-0.0072,0,0
SYM,,,,,17230000000.0,,29.22,-0.0070999999999999,656182.0,64.05,,8.29,15.46,18.07,48.09,0.7714,1.1518000000000002,-4.1528,0.7936,0.3757999999999999,,-0.004,-0.0352,-0.0308999999999999,1.01,0.91,0.12,0.14,0.1687,-0.0299,-0.0034,,1.95,1.6,0.1614999999999999,0.2973,0.1607,-0.3240999999999999,0.7974,68.95,0.0202,-0.0231,0,0
SYY,,,,,34710000000.0,18.52,71.6,-0.0053,1245338.0,15.36,3.19,0.43,18.05,22.72,16.53,0.0149,0.0654,0.0395999999999999,0.0579999999999999,0.0665,0.0287,0.0748,0.9491,0.1259,1.26,0.76,6.89,7.6,0.1823,0.0423,0.0236,,0.82,1.39,0.0021,-0.0052,-0.0423,-0.1301,0.0657,48.74,0.0074,-0.0136,0,0
T,,,,,197480000000.0,16.85,27.44,0.0079,14076156.0,12.29,5.19,1.61,1.9,28.31,10.14,-0.0788,0.073,-0.0467,0.0325,-0.0716,0.0405,0.0298,0.1138,0.0493,0.59,0.54,1.3,1.38,0.4304,0.1997,0.0955,,0.4,0.63,-0.0004,0.0059,0.152,-0.0538999999999999,0.6052000000000001,51.19,0.0002,0.0084,0,0
TAK,,,,,45700000000.0,66.82,14.52,0.0076,668637.0,23.34,1.43,1.52,0.99,17.75,9.17,1.0526,0.293,0.114,0.4684,-0.0007,0.0472,0.0073,0.015,0.0097,1.01,0.52,0.57,0.65,0.5176,0.1169999999999999,0.0235,,0.25,0.27,-0.0048,-0.0148,0.0250999999999999,-0.0587,0.1547,50.15,0.0048,0.0028,0,0
TAP,,,,,10960000000.0,10.89,54.17,-0.0025,1001678.0,8.49,2.62,0.97,0.84,26.55,9.98,0.0104,0.0604,0.3684,0.0416,0.0210999999999999,0.0345,0.0398,0.079,0.0533,0.89,0.59,0.48,0.49,0.3689,0.1474,0.0914,,0.74,1.38,-0.0345,-0.0697,-0.0537,-0.1618,0.1018,35.07,0.0031,-0.0052,0,0
TCOM,,,,,40660000000.0,18.19,62.24,0.0192,1915987.0,15.23,2.08,5.31,2.02,3.77,,-0.0227999999999999,0.1495,-0.2477,0.0875,0.1865,0.0031,0.0718,0.1249,0.103,1.46,1.46,0.14,0.29,0.8106,0.2613,0.3086,,0.08,2.07,-0.0037,0.0216,0.0196,-0.1943,0.6265999999999999,50.66,0.012,0.0064,0,0
TD,,,,,118920000000.0,9.92,67.89,0.0139999999999999,1156490.0,11.0,1.78,1.29,1.41,,6.73,0.0250999999999999,0.0813,-0.0591,0.0558,0.1703,0.0446,0.0084,0.1427,0.087,0.6,,0.5,2.07,,0.1545,0.1299,,0.81,1.0,0.0575,0.1039,0.1566,0.0039,0.3242,78.59,0.0127,0.0009,0,0
TEAM,,,,,54420000000.0,,206.74,-0.0078,1026379.0,49.29,,10.96,39.71,18.28,37.57,0.2077,0.1845,0.1538,0.2084,0.2928,,-0.0785,-0.3433,-0.1682,1.25,1.25,0.87,0.9,0.8183,-0.0322,-0.0866,,0.99,8.71,-0.0467999999999999,-0.0351,-0.0717,-0.3664,0.5268,42.58,0.0144999999999999,-0.0227999999999999,0,0
TECK,,,,,18130000000.0,76.58,36.4,0.0262,1303826.0,20.13,,2.13,1.03,4.19,,-0.1887,0.2196999999999999,,-0.0025,0.0628,0.0102,0.0066,0.0132,0.0097,3.36,2.57,0.36,0.38,0.2054,0.1687999999999999,0.0279,,0.79,1.32,0.0204,0.0059,-0.1533,-0.3278999999999999,0.2846,53.14,0.035,-0.009,0,0
TEL,,,,,46930000000.0,34.68,158.26,-0.0040999999999999,605788.0,17.55,3.5,2.93,3.89,18.37,16.87,0.0877999999999999,0.0963,0.1273,0.0991,0.039,0.0172,0.0598,0.1133,0.0906,1.51,1.08,0.27,0.46,0.3496,0.1924,0.0867,,1.22,3.62,0.021,0.0941,0.0724,-0.0358,0.3605,61.26,0.0184,-0.0223,0,0
TEM,,,,,10650000000.0,,61.54,0.0385999999999999,6819033.0,,,13.2,32.48,48.45,,0.5527000000000001,0.9788,-0.3248,,0.3944,,-0.7047,,-0.6141,1.71,1.56,2.6,2.63,0.5542,-0.8717,-0.8979,,,5.5,0.0287,0.1773999999999999,0.1791,-0.331,1.6728,54.96,0.0666,-0.0319,0,0
TER,,,,,12380000000.0,21.84,77.15,-0.0171,808008.0,17.06,1.09,4.26,4.43,24.37,20.33,-0.0068,0.4135,0.0498,0.2011,0.0598,0.0065,0.1621999999999999,0.2155,0.2026,2.7,1.61,0.02,0.02,0.5913,0.2101,0.1987,,1.69,2.92,-0.017,-0.0246,-0.3021,-0.5272,0.1732,44.71,0.0098,-0.0265,0,0
TEVA,,,,,19350000000.0,,16.89,-0.0032,3276096.0,6.11,,1.17,3.09,11.39,9.28,0.0237999999999999,0.0834999999999999,-0.0962,0.0726,-0.0032,,-0.0317,-0.1898,-0.0565,1.03,0.74,2.64,2.71,0.4901,0.204,-0.0776,,0.61,0.66,0.0126,0.0851,-0.0374,-0.2598,0.3539,55.88,0.0185,-0.0218,0,0
TFC,,,,,51450000000.0,11.58,39.29,-0.0051,2725408.0,8.8,0.86,2.13,0.88,,11.51,0.1583999999999999,0.1476,,0.1353,0.1419,0.0536,0.0001,0.001,0.0463,0.48,,0.52,0.88,,-0.0134,0.1881,,0.82,1.07,-0.0115,0.0062,-0.0861,-0.1987,0.1712999999999999,48.23,0.021,-0.0250999999999999,0,0
TGT,,,,,43080000000.0,10.42,94.81,-0.0026,4265937.0,11.59,,0.41,2.88,14.9,12.17,-0.1502,0.0847,0.0684,-0.0064,0.0673,0.047,0.0751999999999999,0.2908,0.1274,0.94,0.25,1.2,1.27,0.257,0.0549,0.0395,,1.23,3.5,-0.0172,-0.0325,-0.2707,-0.4335,0.0857,45.52,0.0182,-0.0202,0,0
THC,,,,,15190000000.0,10.81,163.52,0.0136,538262.0,11.99,1.19,0.74,3.64,5.07,10.77,0.0719,0.0716,,0.0911,0.0241,,0.05,0.3812,0.0843,1.78,1.7,3.13,3.15,0.1487,0.1487,0.0709,,1.64,5.74,0.0647,0.1948,0.1371,-0.044,0.4902,67.1,0.027,-0.0123,0,0
TJX,,,,,141770000000.0,29.94,126.98,-0.0200999999999999,4109755.0,25.59,3.53,2.49,16.92,33.29,37.5,0.0523,0.1058,0.0981,0.0848,0.087,0.0132,0.157,0.6036,0.2427,1.16,0.51,1.34,1.54,0.3043,0.1092,0.0847,,0.92,2.71,-0.0237,0.0121,0.0492,-0.0655999999999999,0.2794,44.19,-0.0083,-0.0121999999999999,0,0
TKO,,,,,31290000000.0,91.78,158.1,0.012,609865.0,29.39,,9.09,3.11,49.73,50.8,142.5,0.8748999999999999,-0.4228,,0.2646,0.0102,0.0124,0.0419,0.024,1.13,1.12,0.72,0.74,0.52,0.2523,0.0499,,0.72,4.58,-0.0304,0.0231,0.1314,-0.1169999999999999,0.5695,48.0,0.0147,-0.0024,0,0
TLN,,,,,11100000000.0,25.42,243.88,0.022,197771.0,18.46,,3.46,9.39,34.62,,-0.6374,1.0581,,-0.0509,-0.1328,,0.0867,0.2932,0.1369,1.62,1.2,2.52,2.54,0.635,0.3906,0.1778,,1.48,9.71,0.0492,0.1379,0.2353,-0.0555,1.4742,63.51,0.0224,-0.0011,0,0
TME,,,,,12180000000.0,20.59,17.4,0.0279,3848629.0,20.5,1.04,3.04,2.36,3.31,,0.4765999999999999,-0.022,0.1119,0.1978,0.0203,0.0063,0.1074,0.1437,0.1238,1.83,1.83,0.05,0.08,0.431,0.2695,0.3275,,0.49,0.68,0.1502,0.2355,0.4218,0.0084,0.8539,75.32,0.0298,0.0006,0,0
